park_id,name,address,district,latitude,longitude
connected_83,Po Sing Centre,"1-25 Ta Chuen Ping Street, Kwai Chung",,22.366562499999986,114.13593750000007
connected_84,Po Tai Street Car Park,"Po Tai Street, Ma On Shan",,22.413812500000006,114.22343749999999
connected_85,Popcorn 1,"9 Tong Yin St, Tseung Kwan O",,22.307812499999983,114.25956250000002
connected_86,PopWalk,"12 Tong Chun Street, Tseung Kwan O",,22.306187499999993,114.26093750000001
connected_87,Port 33,"33 Tseuk Luk Street, San Po Kong, San Po Kong",,22.335437499999998,114.19768750000003
connected_88,Sai Kung Garden,"16 Chan Man Street, Sai Kung",,22.3821875,114.27143749999999
connected_89,Sai Kung Town Centre,"22-40 Fuk Man Road & Chan Man Street, Sai Kung",,22.38268749999999,114.2723125
connected_90,Shanghai Industrial Investment Building,"48-66 Hennessy Road, Wan Chai",,22.277312500000008,114.17081249999995
connected_91,Shatin Park Stage 1,"Kong Pui Street, Shatin",,22.37956249999999,114.19743749999998
connected_92,Shell Airport Cargo Terminal,"Shell Airport Cargo Terminal J/O Chek Lap Kok S Rd, AND SCENIC",,22.291812500000006,113.93106249999994
connected_93,Siu On Centre,"188 Lockhart Road, Wan Chai",,22.278062500000004,114.17418749999996
connected_94,Skyline Plaza,"88 Tai Ho Road, Tsuen Wan",,22.369812499999995,114.11193750000001
connected_95,SOHO West,"10 Lai Ying Street, Cheung Sha Wan",,22.326812500000003,114.14931250000006
connected_96,Sun Hung Kai Centre,"30 Harbour Rd, Wan Chai",,22.280312499999994,114.17693749999995
connected_97,Sun Kwai Hing Plaza,"166-174 Hing Fong Road, Kwai Chung",,22.363062499999998,114.1314375
connected_98,Sunway Gardens,"989 King's Road, Quarry Bay",,22.2861037,114.2123131
connected_99,Tai Po Mega Mall,"8 & 10 On Pong Road, Tai Po",,22.451687500000006,114.1701875
connected_100,Tak Bo Garden,"3 Ngau Tau Kok Road, Ngau Tau Kok",,22.3269375,114.2143125
connected_101,Telford Plaza,"33 Wai Yip St, Kowloon Bay",,22.323312499999986,114.21356249999997
connected_102,The Lohas,"1 lohas road, Tseung Kwan O",,22.295187499999997,114.26931250000001
connected_103,The Southside,"11 Heung Yip Rd, Wong Chuk Hang",,22.247437500000004,114.16756249999997
connected_104,The Sun Arcade,"Kowloon Park Drive, Tsim Sha Tsui",,22.296562499999993,114.16956249999998
connected_105,The Wai,"18 Che Kung Miu Road, Tai Wai",,22.372562499999987,114.17981249999997
connected_106,Three Pacific Place,"1 Queen's Road East, Hong Kong",,22.276937500000003,114.16806249999996
connected_107,Thriving Industrial Centre,"26-38 Sha Tsui Road, Tsuen Wan",,22.373812499999985,114.10843750000004
connected_108,Times Square,"1 Matheson St, Causeway Bay",,22.2781875,114.18206249999997
connected_109,Tonic Industrial Centre,"19 Lam Hing Street, Kowloon Bay",,22.324812499999993,114.21031249999999
connected_110,Tsuen Kam Centre,"328-338 Castle Peak Road, Tsuen Wan",,22.37420857652086,114.11616170448862
connected_111,Tsuen Wan Centre,"87-105 Tsuen King Circuit, Tsuen Wan",,22.3780625,114.10781250000002
connected_112,Tsuen Wan Plaza,"4-30 Tai Pa Street, Tsuen Wan",,22.370812499999985,114.11118750000003
connected_113,Tuen Mun Town Plaza,"1 Tuen Shun St, Tuen Mun",,22.392937500000002,113.9768125
connected_114,Two Sky Parc,"51 Hung To Road, Kwun Tong",,22.3113125,114.22193749999997
connected_115,Uptown Plaza,"9 Nam Wan Rd, Tai Po, New Territories",,22.443562500000013,114.16931249999999
connected_116,V City,"83 Tuen Mun Heung Sze Wui Road, Tuen Mun",,22.3954375,113.97393749999998
connected_117,V Walk,"28 Sham Mong Road, West Kowloon",,22.327062499999997,114.15443749999997
connected_118,Victoria Centre,"15 Watson Road, North Point",,22.287437499999996,114.19006250000001
connected_119,Viking Gardens,"40-42 Hing Fat Street, Tin Hau",,22.283812499999996,114.19131250000004
connected_120,Wah Ming Centre,"421 Queen'S Road West, Sai Ying Pun",,22.286312499999994,114.13718750000004
connected_121,Wai Wah Centre,"11-17 Shatin Centre Street, Shatin",,22.38081249999999,114.18706250000002
connected_122,Wang Kwong Road Car Park,"Wang Kwong Road, Kowloon Bay",,22.328522186925216,114.20548132047104
connected_123,Wealthy Garden,"1-27 Tsuen Kwai Street, Tsuen Wan",,22.369312499999992,114.1219375
connected_124,Wetland Public Vehicle Park,"1 Wetland Park Road, Tin Shui Wai",,22.47093749999999,114.00293750000003
connected_125,Wu Shan Road Car Park,"Wu Shan Road, Tuen Mun",,22.375329793736856,113.96948021490017
connected_126,wwwtc mall,"280 Gloucester Road, Causeway Bay",,22.281937499999998,114.18418750000001
connected_127,YF Life Tower,"33 Lockhart Rd, Wan Chai",,22.278562500000007,114.16993749999995
connected_128,YOHO Mall,"8-9 Long Yat Road & 9 Yuen Long Street, Yuen Long",,22.445187500000003,114.03756250000004
connected_129,Yuen Long Hop Yick Plaza,"455 Castle Peak Road, Yuen Long",,22.443187500000008,114.02943749999997
connected_130,Yuen Long Plaza,"249-251 Castle Peak Road, Yuen Long",,22.444812500000012,114.02393749999999
connected_131,Airport Carpark 4,"Multi-storey Car Park 4, Cheong Tat Road, Chek Lap Kok, Islands District, New Territories",,22.3179375,113.93393750000001
connected_132,Concordia Plaza,"Concordia Plaza, 1, Science Museum Road, East Tsim Sha Tsui, Kowloon",,22.30206249999999,114.17831249999995
